,Company,TypeName,Inches,Cpu,Ram,Gpu,OpSys,Weight,Size_Flash Storage,Size_HDD,Size_Hybrid,Size_SSD,ppi
745,Acer,Notebook,14.0,Others,2,Intel,Chrome OS,1.68,32,0,0,0,111.93520355955211
746,Samsung,Ultrabook,13.3,Intel Core i7,16,Intel,Windows 10,0.81,0,0,0,256,165.6321180513006
747,HP,Notebook,15.6,Intel Core i3,8,Intel,Windows 10,1.86,0,0,0,256,141.21199808219862
748,Dell,Notebook,14.0,Intel Core i5,8,Intel,Windows 10,1.6,0,0,0,256,111.93520355955211
749,HP,Workstation,17.3,Others,16,Nvidia,Windows 7,3.0,0,0,0,256,127.33567457123111
750,Lenovo,Netbook,11.6,Others,4,Intel,Windows 10,1.4,0,0,0,128,135.0942111925629
751,HP,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,1.84,0,0,0,256,141.21199808219862
752,Asus,Notebook,15.6,Intel Core i5,4,Nvidia,No OS,2.45,0,1,0,0,100.45466986113651
753,Lenovo,Ultrabook,14.0,Intel Core i5,4,Intel,Windows 10,1.7,0,0,0,180,157.3505121487356
754,Asus,Notebook,15.6,Intel Core i7,4,Intel,Windows 10,2.37,0,0,0,256,100.45466986113651
755,Lenovo,2 in 1 Convertible,13.3,Intel Core i5,8,Intel,Windows 10,1.3,0,0,0,256,276.053530085501
756,HP,Notebook,15.6,Intel Core i5,8,Nvidia,Windows 10,2.2,0,0,0,128,141.21199808219862
757,HP,Workstation,15.6,Intel Core i7,8,Nvidia,Windows 7,2.59,0,0,0,256,141.21199808219862
758,Dell,Gaming,15.6,Intel Core i7,16,Nvidia,Windows 10,4.42,0,0,0,256,138.46177587823902
759,Acer,Notebook,15.6,Intel Core i5,4,Intel,Windows 10,2.1,0,0,0,256,100.45466986113651
760,Lenovo,Gaming,15.6,Intel Core i7,8,Nvidia,Windows 10,2.5,0,0,0,128,141.21199808219862
761,Dell,Ultrabook,12.5,Intel Core i7,16,Intel,Windows 10,1.18,0,0,0,256,176.23257360658386
762,Google,Ultrabook,12.3,Intel Core i5,8,Intel,Chrome OS,1.1,0,0,0,256,234.50740003017813
763,Asus,Ultrabook,13.3,Intel Core i5,8,Intel,Windows 10,1.2,0,0,0,256,276.053530085501
764,Dell,Notebook,13.3,Intel Core i3,4,Intel,Windows 10,1.65,0,500,0,0,117.82653006268643
765,Acer,Notebook,13.3,Intel Core i5,4,Intel,Windows 10,1.6,0,0,0,128,117.82653006268643
766,Asus,Notebook,17.3,Others,4,Nvidia,Windows 10,2.8,0,1,0,0,90.58340172449303
767,Dell,Gaming,15.6,Intel Core i7,16,Nvidia,Windows 10,2.72,0,0,0,128,138.46177587823902
768,Samsung,Ultrabook,13.3,Intel Core i7,8,Intel,Windows 10,1.31,0,0,0,256,165.6321180513006
769,Acer,Notebook,15.6,Others,4,Intel,Linux,2.1,0,1,0,0,100.45466986113651
770,Dell,Notebook,15.6,Intel Core i7,16,AMD,Windows 10,2.3,0,0,0,256,141.21199808219862
771,Samsung,2 in 1 Convertible,15.0,Intel Core i7,16,AMD,Windows 10,1.71,0,0,0,256,146.86047800548656
772,Toshiba,Notebook,14.0,Intel Core i5,4,Intel,Windows 10,1.75,0,0,0,128,111.93520355955211
773,Dell,Gaming,15.6,Intel Core i7,8,Nvidia,Windows 10,2.62,0,1,0,0,141.21199808219862
774,HP,Ultrabook,12.5,Intel Core i5,4,Intel,Windows 10,1.26,0,0,0,256,125.36742798669837
775,Asus,2 in 1 Convertible,15.6,Intel Core i7,12,Nvidia,Windows 10,2.3,0,1,0,0,141.21199808219862
776,Lenovo,Notebook,15.6,Intel Core i7,16,Nvidia,Windows 7,2.5,0,0,0,512,138.46177587823902
777,Acer,Notebook,14.0,Intel Core i3,4,Intel,Windows 10,1.8,0,0,0,128,157.3505121487356
778,Razer,Gaming,14.0,Intel Core i7,16,Nvidia,Windows 10,1.95,0,0,0,512,157.3505121487356
779,Asus,Notebook,15.6,Others,8,Intel,Windows 10,2.0,0,0,0,128,141.21199808219862
780,Dell,Gaming,17.3,Intel Core i7,32,Nvidia,Windows 10,4.42,0,0,0,1,127.33567457123111
781,Asus,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,4.3,0,0,0,256,127.33567457123111
782,Toshiba,Ultrabook,14.0,Intel Core i7,16,Nvidia,Windows 10,1.47,0,0,0,512,157.3505121487356
783,Lenovo,Notebook,15.6,Others,8,Intel,No OS,2.2,0,1,0,0,100.45466986113651
784,Lenovo,Ultrabook,14.0,Intel Core i7,16,Intel,Windows 10,1.7,0,0,0,512,157.3505121487356
785,MSI,Gaming,14.0,Intel Core i7,16,Nvidia,Windows 10,1.6,0,0,0,256,157.3505121487356
786,MSI,Gaming,15.6,Intel Core i5,8,Nvidia,Windows 10,2.2,0,0,0,128,141.21199808219862
787,Lenovo,Gaming,15.6,Intel Core i7,4,Nvidia,Windows 10,2.4,0,1,0,0,141.21199808219862
788,Acer,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,4.2,0,0,0,256,127.33567457123111
789,Dell,Gaming,15.6,Intel Core i5,8,Nvidia,Windows 10,2.62,0,0,0,256,141.21199808219862
790,Asus,Gaming,15.6,Intel Core i7,8,Nvidia,Windows 10,2.24,0,0,0,128,141.21199808219862
791,Vero,Notebook,14.0,Others,4,Intel,Windows 10,1.22,32,0,0,0,157.3505121487356
792,Lenovo,2 in 1 Convertible,13.3,Intel Core i7,8,Intel,Windows 10,1.37,0,0,0,512,165.6321180513006
793,Lenovo,2 in 1 Convertible,15.6,Intel Core i5,8,AMD,Windows 10,2.08,0,0,0,256,141.21199808219862
794,Apple,Ultrabook,12.0,Others,8,Intel,Mac OS X,0.92,512,0,0,0,226.41554716935852
795,Lenovo,2 in 1 Convertible,14.0,Intel Core i5,8,Intel,Windows 10,1.42,0,0,0,256,209.8006828649808
796,Asus,Notebook,14.0,Others,4,Intel,Windows 10,1.63,32,0,0,0,111.93520355955211
797,Dell,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,1.95,0,0,0,128,100.45466986113651
798,Lenovo,2 in 1 Convertible,13.9,Intel Core i7,8,Intel,Windows 10,1.38,0,0,0,256,158.48253022174808
799,Dell,Notebook,15.6,Intel Core i3,8,AMD,Windows 10,2.0,0,0,0,256,141.21199808219862
800,HP,Workstation,15.6,Intel Core i7,8,Nvidia,Windows 10,3.14,0,0,0,256,141.21199808219862
801,Asus,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,2.37,0,0,0,256,141.21199808219862
802,Dell,Ultrabook,13.3,Intel Core i5,8,Intel,Windows 10,1.29,0,0,0,256,165.6321180513006
803,Dell,Notebook,15.6,Intel Core i5,8,Nvidia,Windows 10,2.06,0,0,0,256,138.46177587823902
804,Dell,Netbook,11.6,Others,4,Intel,Windows 10,1.63,0,0,0,128,135.0942111925629
805,HP,Netbook,12.5,Intel Core i5,8,Intel,Windows 10,1.26,0,0,0,256,125.36742798669837
806,Toshiba,Notebook,15.6,Intel Core i5,4,Intel,Windows 10,2.1,0,500,0,0,100.45466986113651
807,HP,Notebook,15.6,AMD,8,AMD,Windows 10,2.04,0,1,0,0,100.45466986113651
808,Dell,Gaming,15.6,Intel Core i7,16,Nvidia,Windows 10,2.62,0,0,0,512,138.46177587823902
809,Lenovo,Notebook,15.6,Intel Core i5,4,Nvidia,Windows 10,2.4,0,1,0,0,141.21199808219862
810,HP,Gaming,17.3,Intel Core i7,12,AMD,Windows 10,3.74,0,1,0,0,127.33567457123111
811,MSI,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,2.9,0,0,0,512,127.33567457123111
812,Samsung,Ultrabook,13.3,Intel Core i5,8,Intel,Windows 10,0.81,0,0,0,256,165.6321180513006
813,Dell,Notebook,15.6,Intel Core i7,8,Nvidia,Windows 10,1.98,0,1,0,0,141.21199808219862
814,Dell,Notebook,15.6,Intel Core i5,8,AMD,Windows 10,2.18,0,0,0,256,141.21199808219862
815,Lenovo,Ultrabook,14.0,Intel Core i7,8,Intel,Windows 10,1.32,0,0,0,256,157.3505121487356
816,Razer,Ultrabook,12.5,Intel Core i7,16,Intel,Windows 10,1.29,0,0,0,512,172.8002962960423
817,HP,Netbook,11.6,Others,4,Intel,Chrome OS,1.23,16,0,0,0,135.0942111925629
818,Dell,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,4.36,0,0,0,128,127.33567457123111
819,Dell,Notebook,14.0,Intel Core i5,4,Intel,Windows 10,1.76,0,500,0,0,111.93520355955211
820,Lenovo,Notebook,15.6,Intel Core i3,4,Intel,Windows 10,2.1,0,500,0,0,100.45466986113651
821,Toshiba,Ultrabook,14.0,Intel Core i5,4,Intel,Windows 10,1.25,0,0,0,128,111.93520355955211
822,Lenovo,Ultrabook,14.0,Intel Core i7,8,Intel,Windows 10,1.13,0,0,0,512,157.3505121487356
823,MSI,Gaming,15.6,Intel Core i5,8,Nvidia,Windows 10,2.4,0,0,0,256,141.21199808219862
824,Lenovo,Ultrabook,14.0,Intel Core i5,8,Intel,Windows 10,1.13,256,0,0,0,157.3505121487356
825,Toshiba,Notebook,14.0,Others,4,Intel,Windows 10,1.75,0,0,0,128,111.93520355955211
826,Asus,2 in 1 Convertible,13.3,Intel Core i5,8,Intel,Windows 10,1.1,0,0,0,256,165.6321180513006
827,Dell,Notebook,14.0,Intel Core i3,4,Intel,Windows 10,1.76,0,500,0,0,111.93520355955211
828,Acer,Netbook,11.6,Others,4,Intel,Chrome OS,1.35,32,0,0,0,135.0942111925629
829,Acer,Notebook,14.0,Intel Core i3,8,Intel,Windows 10,1.5,0,0,0,128,157.3505121487356
830,Razer,Gaming,17.3,Intel Core i7,32,Nvidia,Windows 10,3.49,0,0,0,512,124.85570541621553
831,Lenovo,Ultrabook,14.0,Intel Core i7,16,Intel,Windows 10,1.1,0,0,0,512,209.8006828649808
832,Asus,Notebook,15.6,Intel Core i5,4,Nvidia,Linux,2.1,0,1,0,0,141.21199808219862
833,Lenovo,Notebook,14.0,Intel Core i5,8,Intel,Windows 10,1.7,0,0,0,256,157.3505121487356
834,Lenovo,Notebook,14.0,Intel Core i5,8,Intel,Windows 10,1.32,0,0,0,256,157.3505121487356
835,Dell,Gaming,15.6,Intel Core i7,16,Nvidia,Windows 10,3.21,0,0,0,256,141.21199808219862
836,Asus,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,2.9,0,0,0,256,127.33567457123111
837,Toshiba,Notebook,15.6,Intel Core i3,4,Intel,Windows 10,2.0,0,500,0,0,100.45466986113651
838,Lenovo,Notebook,14.0,Others,4,Intel,Chrome OS,1.5,16,0,0,0,111.93520355955211
839,Asus,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,2.3,0,128,0,0,141.21199808219862
840,Asus,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,2.73,0,0,0,512,127.33567457123111
841,Dell,Gaming,17.3,Intel Core i7,32,Nvidia,Windows 10,4.42,0,0,0,512,127.33567457123111
842,HP,Notebook,17.3,Intel Core i5,8,Nvidia,Windows 10,2.63,0,1,0,0,106.11306214269258
843,Dell,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,2.18,0,0,0,128,100.45466986113651
844,HP,Ultrabook,14.0,Intel Core i7,8,Intel,Windows 7,1.54,0,0,0,512,157.3505121487356
845,Dell,Notebook,15.6,Intel Core i7,4,AMD,Windows 10,2.18,0,0,0,256,141.21199808219862
846,HP,2 in 1 Convertible,11.6,Others,4,Intel,Chrome OS,1.4,32,0,0,0,135.0942111925629
847,Asus,Ultrabook,13.3,Intel Core i5,8,Nvidia,Windows 10,1.45,0,0,0,512,165.6321180513006
848,HP,2 in 1 Convertible,13.3,Intel Core i5,8,Intel,Windows 10,1.28,0,0,0,256,165.6321180513006
849,HP,Ultrabook,14.0,Intel Core i7,8,Intel,Windows 10,1.54,0,0,0,512,157.3505121487356
850,HP,Notebook,15.6,Others,4,Intel,No OS,1.86,0,0,0,128,100.45466986113651
851,Asus,Gaming,15.6,Intel Core i7,16,Nvidia,Windows 10,2.1,0,0,0,128,141.21199808219862
852,Dell,Notebook,17.3,Intel Core i7,8,AMD,Linux,2.83,0,1,0,0,127.33567457123111
853,Lenovo,Ultrabook,14.0,Intel Core i7,8,Nvidia,Windows 10,1.96,0,0,0,256,157.3505121487356
854,Asus,Notebook,15.6,Intel Core i7,8,Nvidia,Windows 10,2.3,0,0,0,256,141.21199808219862
855,Dell,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,1.9,0,0,0,128,141.21199808219862
856,Asus,Notebook,15.6,Others,4,Intel,Windows 10,2.0,0,1,0,0,100.45466986113651
857,HP,2 in 1 Convertible,13.3,Intel Core i7,8,Intel,Windows 10,1.28,0,0,0,256,165.6321180513006
858,Dell,Notebook,13.3,Intel Core i5,8,Intel,Windows 10,1.62,0,1,0,0,165.6321180513006
859,Lenovo,Notebook,15.6,Intel Core i3,4,Intel,No OS,2.2,0,1,0,0,141.21199808219862
860,Lenovo,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,2.3,0,1,0,0,141.21199808219862
861,HP,Notebook,15.6,Intel Core i5,8,AMD,Windows 10,1.84,0,0,0,256,141.21199808219862
862,Toshiba,Notebook,13.3,Intel Core i5,4,Intel,Windows 10,1.05,0,0,0,128,165.6321180513006
863,Lenovo,Gaming,15.6,Intel Core i5,8,Nvidia,No OS,2.5,0,1,0,0,141.21199808219862
864,Dell,Ultrabook,13.3,Intel Core i7,16,Intel,Windows 10,1.29,0,0,0,512,276.053530085501
865,HP,Notebook,15.6,Intel Core i5,4,Intel,Windows 10,2.07,0,500,0,0,141.21199808219862
866,Toshiba,Ultrabook,13.3,Intel Core i5,8,Intel,Windows 10,1.2,0,0,0,256,117.82653006268643
867,Lenovo,2 in 1 Convertible,13.3,Intel Core i7,8,Intel,Windows 10,1.37,0,0,0,256,165.6321180513006
868,Acer,Notebook,14.0,Intel Core i5,8,Intel,Windows 10,1.56,0,0,0,256,157.3505121487356
869,Dell,Workstation,15.6,Intel Core i7,8,Nvidia,Windows 10,2.23,0,1,0,0,141.21199808219862
870,Lenovo,Notebook,15.6,Intel Core i5,4,Intel,Windows 10,2.38,0,500,0,0,100.45466986113651
871,Lenovo,Notebook,15.6,Intel Core i3,4,AMD,No OS,2.2,0,1,0,0,141.21199808219862
872,Toshiba,Notebook,15.6,Intel Core i7,8,Intel,Windows 10,2.0,0,0,0,256,141.21199808219862
873,Lenovo,Notebook,13.3,Intel Core i3,4,Intel,Windows 10,1.44,0,0,0,180,165.6321180513006
874,Samsung,Ultrabook,15.0,Intel Core i7,16,Nvidia,Windows 10,1.23,0,0,0,256,146.86047800548656
875,Dell,Ultrabook,12.5,Intel Core i7,8,Intel,Windows 10,1.6,0,0,0,256,176.23257360658386
876,Asus,Notebook,15.6,Others,4,Intel,Linux,2.0,0,1,0,0,100.45466986113651
877,Xiaomi,Ultrabook,13.3,Intel Core i5,8,Nvidia,Windows 10,1.28,0,0,0,256,165.6321180513006
878,Dell,Notebook,15.6,Intel Core i5,4,Nvidia,Windows 10,2.18,0,0,0,128,141.21199808219862
879,HP,Notebook,15.6,Intel Core i5,4,Intel,Windows 10,2.04,0,0,0,256,141.21199808219862
880,HP,2 in 1 Convertible,13.3,Intel Core i5,4,Intel,Windows 10,1.28,0,0,0,256,165.6321180513006
881,HP,2 in 1 Convertible,15.6,Intel Core i5,4,Intel,Windows 10,2.3,0,500,0,0,100.45466986113651
882,Asus,Notebook,14.1,Others,4,Intel,Windows 10,1.65,32,0,0,0,111.1413368676404
883,Lenovo,Notebook,15.6,Intel Core i7,8,Nvidia,Windows 10,2.2,0,1,0,0,141.21199808219862
884,Dell,Notebook,15.6,Others,4,Intel,Windows 10,2.2,0,500,0,0,100.45466986113651
885,HP,2 in 1 Convertible,13.3,Intel Core i5,4,Intel,Windows 10,1.28,0,0,0,256,165.6321180513006
886,Dell,Notebook,15.6,Intel Core i3,4,AMD,Linux,2.18,0,1,0,0,100.45466986113651
887,Asus,Gaming,17.3,Intel Core i5,12,Nvidia,Windows 10,2.2,0,0,0,128,127.33567457123111
888,Acer,Netbook,11.6,Others,4,Intel,Chrome OS,1.25,32,0,0,0,135.0942111925629
889,Lenovo,Notebook,17.3,AMD,4,AMD,Windows 10,2.8,0,500,0,0,106.11306214269258
890,HP,Notebook,14.0,Intel Core i5,4,Intel,Windows 10,1.95,0,0,0,128,157.3505121487356
891,HP,2 in 1 Convertible,13.3,Intel Core i7,16,Intel,Windows 10,1.42,0,0,0,256,276.053530085501
892,Samsung,Ultrabook,15.0,Intel Core i7,8,Intel,Windows 10,1.17,0,0,0,256,146.86047800548656
893,Lenovo,Ultrabook,14.0,Intel Core i5,8,Intel,Windows 10,1.32,0,0,0,256,157.3505121487356
894,MSI,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,2.43,0,0,0,512,124.85570541621553
895,Toshiba,Notebook,13.3,Intel Core i5,8,Intel,Windows 10,1.05,0,0,0,256,165.6321180513006
896,Dell,Gaming,15.6,Intel Core i7,8,Nvidia,Linux,2.62,0,1,0,0,141.21199808219862
897,HP,Notebook,15.6,Intel Core i7,8,Nvidia,Windows 10,2.04,0,1,0,0,141.21199808219862
898,Dell,Notebook,15.6,Intel Core i3,4,AMD,Windows 10,2.18,0,1,0,0,100.45466986113651
899,Dell,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,1.9,0,500,0,0,141.21199808219862
900,Dell,2 in 1 Convertible,13.3,Intel Core i7,8,Intel,Windows 10,1.24,0,0,0,512,276.053530085501
901,Asus,Gaming,17.3,Intel Core i7,32,Nvidia,Windows 10,3.58,0,0,0,256,127.33567457123111
902,Dell,2 in 1 Convertible,13.3,Intel Core i7,16,Intel,Windows 10,1.22,0,0,0,256,165.6321180513006
903,Lenovo,Ultrabook,14.0,Intel Core i7,8,Intel,Windows 10,1.13,256,0,0,0,157.3505121487356
904,Lenovo,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,1.95,0,0,0,512,141.21199808219862
905,LG,Ultrabook,15.6,Intel Core i7,16,Intel,Windows 10,1.08,0,0,0,512,141.21199808219862
906,HP,Netbook,12.5,Intel Core i7,8,Intel,Windows 10,1.26,0,0,0,512,176.23257360658386
907,Acer,Notebook,15.6,Others,4,Intel,Chrome OS,2.2,16,0,0,0,141.21199808219862
908,Lenovo,Notebook,15.6,Intel Core i5,8,Nvidia,Windows 10,2.6,0,0,0,128,141.21199808219862
909,LG,Ultrabook,14.0,Intel Core i7,8,Intel,Windows 10,0.98,0,0,0,512,157.3505121487356
910,Dell,Notebook,14.0,Intel Core i5,8,Intel,Windows 10,1.6,0,0,0,256,157.3505121487356
911,HP,Ultrabook,12.5,Others,8,Intel,Windows 10,1.09,0,0,0,240,172.8002962960423
912,Lenovo,Notebook,15.6,Intel Core i7,6,Nvidia,Windows 10,2.2,0,0,0,256,141.21199808219862
913,HP,Notebook,15.6,Intel Core i7,8,Nvidia,Windows 10,2.04,0,0,0,256,141.21199808219862
914,Acer,Notebook,15.6,Intel Core i3,4,Intel,Windows 10,2.4,0,1,0,0,141.21199808219862
915,Lenovo,Notebook,13.3,Intel Core i5,4,Intel,Windows 10,1.44,0,0,0,128,165.6321180513006
916,HP,Notebook,13.3,Intel Core i5,8,Intel,Windows 10,1.49,0,0,0,256,165.6321180513006
917,MSI,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,2.7,0,0,0,256,127.33567457123111
918,Dell,Gaming,15.6,Intel Core i7,16,Nvidia,Windows 10,2.6,0,0,0,128,141.21199808219862
919,MSI,Gaming,15.6,Intel Core i5,8,Nvidia,Windows 10,2.2,0,0,0,128,141.21199808219862
920,Dell,Notebook,15.6,Intel Core i5,4,AMD,Windows 10,2.18,0,1,0,0,100.45466986113651
921,HP,Ultrabook,15.6,Intel Core i7,8,AMD,Windows 10,1.84,0,0,0,256,141.21199808219862
922,HP,Ultrabook,13.3,Intel Core i7,8,Intel,Windows 10,1.39,0,0,0,256,276.053530085501
923,Toshiba,Notebook,15.6,Intel Core i7,16,Nvidia,Windows 10,2.4,0,0,0,256,141.21199808219862
924,Lenovo,2 in 1 Convertible,13.3,Intel Core i5,8,Intel,Windows 10,1.37,0,0,0,512,165.6321180513006
925,Dell,Notebook,15.6,Intel Core i5,4,Intel,Windows 10,1.95,0,500,0,0,100.45466986113651
926,Lenovo,Ultrabook,12.5,Intel Core i7,8,Intel,Windows 10,1.36,0,0,0,256,176.23257360658386
927,HP,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,2.31,0,0,0,256,141.21199808219862
928,Dell,Notebook,15.6,Intel Core i5,4,Intel,Windows 10,2.18,0,1,0,0,100.45466986113651
929,HP,Notebook,14.0,Intel Core i5,4,Intel,Windows 10,1.95,0,500,0,0,111.93520355955211
930,Lenovo,Notebook,15.6,Others,4,Intel,Windows 10,2.2,0,1,0,0,100.45466986113651
931,HP,Ultrabook,12.5,Intel Core i5,4,Intel,Windows 10,1.26,0,500,0,0,176.23257360658386
932,HP,Notebook,15.6,Others,4,Intel,No OS,1.86,0,1,0,0,100.45466986113651
933,Lenovo,2 in 1 Convertible,13.3,Intel Core i7,16,Intel,Windows 10,1.3,0,0,0,1,276.053530085501
934,Toshiba,Notebook,14.0,Intel Core i5,4,Intel,Windows 10,1.47,0,0,0,128,157.3505121487356
935,HP,Netbook,12.5,Intel Core i5,8,Intel,Windows 10,1.26,0,0,0,256,176.23257360658386
936,Dell,Notebook,15.6,Intel Core i3,4,Intel,Windows 10,2.18,0,1,0,0,100.45466986113651
937,MSI,Gaming,15.6,Intel Core i7,8,Nvidia,Windows 10,2.2,0,0,0,128,141.21199808219862
938,Dell,Ultrabook,14.0,Intel Core i5,8,Intel,Windows 10,1.36,0,0,0,256,157.3505121487356
939,Dell,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,4.36,0,0,0,512,169.78089942830815
940,HP,Gaming,17.3,Intel Core i5,8,Nvidia,Windows 10,2.75,0,0,0,128,127.33567457123111
941,Asus,Notebook,17.3,Others,4,Nvidia,Windows 10,2.8,0,1,0,0,106.11306214269258
942,Acer,Notebook,15.6,Intel Core i5,4,Intel,Windows 10,2.23,0,500,0,0,100.45466986113651
943,Toshiba,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,2.2,0,0,0,256,100.45466986113651
944,Lenovo,2 in 1 Convertible,11.3,Others,8,Intel,Windows 10,1.1,0,0,0,256,194.94753717542463
945,Lenovo,Gaming,15.6,AMD,16,AMD,Windows 10,2.5,0,0,0,512,141.21199808219862
946,Dell,Ultrabook,12.5,Intel Core i5,8,Intel,Windows 10,1.36,0,0,0,256,176.23257360658386
947,Lenovo,Notebook,15.6,Intel Core i7,8,Nvidia,No OS,2.2,0,1,0,0,141.21199808219862
948,Dell,Notebook,17.3,Intel Core i3,4,AMD,Windows 10,2.36,0,1,0,0,106.11306214269258
949,Acer,Notebook,14.0,Others,4,Intel,Chrome OS,1.68,32,0,0,0,111.93520355955211
950,HP,Workstation,15.6,Intel Core i7,8,Nvidia,Windows 10,2.0,0,0,0,8,141.21199808219862
951,Dell,Ultrabook,14.0,Intel Core i7,8,Intel,Windows 10,1.36,0,0,0,256,157.3505121487356
952,Toshiba,Notebook,13.3,Intel Core i5,8,Intel,Windows 7,1.2,0,0,0,256,165.6321180513006
953,Asus,2 in 1 Convertible,12.5,Others,8,Intel,Chrome OS,1.2,64,0,0,0,176.23257360658386
954,Lenovo,Ultrabook,14.0,Intel Core i7,8,Intel,Windows 10,1.7,0,0,0,256,157.3505121487356
955,Dell,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,4.36,0,0,0,512,124.85570541621553
956,Dell,2 in 1 Convertible,13.3,Intel Core i5,8,Intel,Windows 10,1.24,0,0,0,256,165.6321180513006
957,HP,2 in 1 Convertible,11.6,Others,4,Intel,Windows 10,1.45,0,0,0,256,135.0942111925629
958,Dell,Ultrabook,13.3,Intel Core i7,8,Intel,Windows 10,1.3,0,0,0,256,276.053530085501
959,Acer,2 in 1 Convertible,11.6,Others,4,Intel,Chrome OS,1.25,32,0,0,0,135.0942111925629
960,Toshiba,Notebook,13.3,Intel Core i5,8,Intel,Windows 10,1.2,0,0,0,256,165.6321180513006
961,Lenovo,Ultrabook,12.5,Intel Core i5,8,Intel,Windows 10,1.36,0,0,0,256,176.23257360658386
962,Acer,Notebook,15.6,Intel Core i5,12,Nvidia,Windows 10,2.4,0,0,0,128,141.21199808219862
963,Toshiba,Ultrabook,12.5,Intel Core i7,8,Intel,Windows 10,1.1,0,0,0,512,176.23257360658386
964,HP,Notebook,15.6,Intel Core i5,8,Nvidia,Windows 10,2.04,0,1,0,0,100.45466986113651
965,Dell,Notebook,15.6,Intel Core i3,4,AMD,Linux,2.25,0,1,0,0,100.45466986113651
966,Dell,Notebook,15.6,Intel Core i5,4,Intel,Windows 10,1.9,0,500,0,0,100.45466986113651
967,HP,Notebook,15.6,Intel Core i3,4,Intel,Windows 10,2.04,0,500,0,0,141.21199808219862
968,Dell,Gaming,17.3,Intel Core i7,32,Nvidia,Windows 10,4.42,0,0,0,256,127.33567457123111
969,Lenovo,Notebook,15.6,Intel Core i5,6,Nvidia,Windows 10,2.4,0,0,0,256,141.21199808219862
970,Dell,2 in 1 Convertible,13.3,Intel Core i7,16,Intel,Windows 10,1.22,0,0,0,512,276.053530085501
971,Dell,Ultrabook,14.0,Intel Core i7,8,Intel,Windows 10,1.5,0,0,0,256,209.8006828649808
972,Dell,Gaming,17.3,Intel Core i7,32,Nvidia,Windows 10,4.42,0,0,0,256,127.33567457123111
973,Toshiba,Notebook,14.0,Intel Core i5,8,Intel,Windows 10,1.95,0,0,0,256,157.3505121487356
974,Asus,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,2.73,0,0,0,256,127.33567457123111
975,HP,Notebook,15.6,Intel Core i5,8,Nvidia,Windows 10,2.04,0,0,0,128,141.21199808219862
976,Lenovo,Notebook,14.0,Intel Core i5,4,Intel,Windows 7,1.7,0,0,508,0,111.93520355955211
977,Asus,2 in 1 Convertible,15.6,Intel Core i7,16,Nvidia,Windows 10,2.3,0,0,0,512,138.46177587823902
978,HP,Notebook,15.6,Intel Core i7,6,Intel,Windows 10,2.04,0,1,0,0,100.45466986113651
979,Asus,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,2.99,0,0,0,256,127.33567457123111
980,Dell,2 in 1 Convertible,15.6,Intel Core i7,12,Intel,Windows 10,2.19,0,0,0,512,141.21199808219862
981,Toshiba,Notebook,13.3,Intel Core i5,4,Intel,Windows 7,1.2,0,0,0,128,165.6321180513006
982,Lenovo,Notebook,15.6,AMD,6,AMD,Windows 10,2.2,0,0,0,256,141.21199808219862
983,Fujitsu,Notebook,15.6,Intel Core i5,4,Intel,Windows 10,2.3,0,0,0,256,100.45466986113651
984,Toshiba,Notebook,14.0,Intel Core i5,4,Intel,Windows 10,1.75,0,500,0,0,111.93520355955211
985,Dell,Notebook,15.6,Intel Core i5,4,AMD,Windows 10,2.25,0,500,0,0,100.45466986113651
986,HP,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,2.04,0,1,0,0,141.21199808219862
987,Lenovo,Gaming,15.6,Intel Core i7,8,Nvidia,Windows 10,2.5,0,0,0,128,141.21199808219862
988,Dell,Notebook,15.6,Intel Core i7,8,AMD,Windows 10,2.36,0,1,0,0,100.45466986113651
989,Dell,Notebook,14.0,Intel Core i5,8,Intel,Windows 10,1.6,0,0,0,128,157.3505121487356
990,HP,Netbook,12.5,Others,8,Intel,Windows 10,0.97,0,0,0,512,176.23257360658386
991,HP,Notebook,15.6,Intel Core i3,4,AMD,Windows 10,2.1,0,0,0,128,141.21199808219862
