,Company,TypeName,Inches,Cpu,Ram,Gpu,OpSys,Weight,Price,Size_Flash Storage,Size_HDD,Size_Hybrid,Size_SSD,ppi
681,Asus,Notebook,15.6,Others,4,Intel,Windows 10,1.86,22324.32,0,0,0,128,100.45466986113651
682,Dell,Gaming,15.6,Intel Core i5,16,Nvidia,Windows 10,3.21,109277.28,0,0,0,128,141.21199808219862
683,HP,Notebook,17.3,Intel Core i3,4,AMD,Windows 10,2.5,37242.72,0,0,0,256,127.33567457123111
684,Lenovo,2 in 1 Convertible,13.3,Intel Core i7,8,Intel,Windows 10,1.19,79866.72,0,0,0,512,165.6321180513006
685,Dell,Gaming,15.6,Intel Core i7,16,Nvidia,Windows 10,3.49,149916.6,0,0,0,256,141.21199808219862
686,HP,Notebook,15.6,Intel Core i5,4,AMD,Windows 10,1.86,32639.8608,0,500,0,0,100.45466986113651
687,Dell,Notebook,15.6,Intel Core i3,4,AMD,Windows 10,2.2,29073.297599999994,0,1,0,0,100.45466986113651
688,HP,Notebook,17.3,AMD,6,AMD,Windows 10,2.65,30316.32,0,1,0,0,127.33567457123111
689,Lenovo,Notebook,15.6,Others,4,Intel,Windows 10,2.1,16943.04,0,500,0,0,100.45466986113651
690,Acer,Notebook,14.0,Others,4,Intel,Chrome OS,1.45,19980.0,32,0,0,0,111.93520355955211
691,Lenovo,Notebook,14.0,Intel Core i5,4,Intel,Windows 10,1.7,37242.72,0,0,0,256,157.3505121487356
692,HP,Workstation,17.3,Intel Core i7,8,Nvidia,Windows 10,3.14,101657.7072,0,500,0,0,127.33567457123111
693,Lenovo,2 in 1 Convertible,14.0,Intel Core i7,8,Intel,Windows 10,1.42,137995.19999999998,0,0,0,256,209.8006828649808
694,Toshiba,Notebook,13.3,Intel Core i5,8,Intel,Windows 10,1.5,51841.44,0,0,0,256,165.6321180513006
695,Acer,Netbook,11.6,Others,4,Intel,Windows 10,1.4,14332.32,32,0,0,0,135.0942111925629
696,Lenovo,2 in 1 Convertible,14.0,Intel Core i7,16,Intel,Windows 10,1.38,93186.72,0,0,0,512,157.3505121487356
697,Asus,2 in 1 Convertible,12.5,Others,4,Intel,Chrome OS,1.2,35644.32,64,0,0,0,176.23257360658386
698,Toshiba,Ultrabook,13.3,Intel Core i7,16,Intel,Windows 10,1.36,100006.56,0,0,0,512,165.6321180513006
699,HP,Notebook,15.6,Intel Core i7,4,AMD,Windows 10,2.1,36709.92,0,500,0,0,141.21199808219862
700,Dell,Gaming,15.6,Intel Core i5,8,Nvidia,Windows 10,2.56,43636.32,0,1,0,0,141.21199808219862
701,Lenovo,Notebook,15.6,AMD,4,AMD,Windows 10,2.2,21258.72,0,0,0,256,141.21199808219862
702,Lenovo,Notebook,15.6,AMD,8,AMD,Windows 10,2.2,22857.12,0,1,0,0,100.45466986113651
703,Lenovo,Notebook,15.6,Intel Core i5,4,Intel,Windows 10,2.1,33110.856,0,1,0,0,141.21199808219862
704,Lenovo,Notebook,15.6,Intel Core i3,4,Intel,No OS,1.9,23976.0,0,500,0,0,100.45466986113651
705,Dell,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,2.18,42357.6,0,0,0,256,141.21199808219862
706,Acer,2 in 1 Convertible,13.3,Intel Core i5,8,Intel,Windows 10,1.6,53226.72,0,0,0,256,165.6321180513006
707,Lenovo,Workstation,15.6,Intel Core i7,16,Nvidia,Windows 7,2.18,98834.4,0,0,0,512,141.21199808219862
708,Lenovo,Notebook,14.0,Intel Core i5,8,Intel,Windows 10,1.8,63456.48,0,0,0,256,157.3505121487356
709,HP,Notebook,17.3,AMD,6,AMD,Windows 10,2.71,34898.932799999995,0,1,0,0,127.33567457123111
710,Lenovo,Gaming,15.6,Intel Core i7,8,Nvidia,Windows 10,2.5,66546.72,0,0,0,128,141.21199808219862
711,Dell,Notebook,14.0,Intel Core i5,8,Nvidia,Linux,1.64,58021.92,0,0,0,256,157.3505121487356
712,Dell,Notebook,15.6,Intel Core i5,8,Intel,Linux,1.98,38681.28,0,1,0,0,141.21199808219862
713,Asus,Notebook,14.0,Others,4,Intel,Windows 10,1.5,15877.44,32,0,0,0,157.3505121487356
714,Dell,Notebook,15.6,Intel Core i5,16,Intel,Windows 10,1.93,76012.44480000001,0,0,0,512,141.21199808219862
715,Lenovo,Notebook,14.0,Intel Core i5,8,Nvidia,Windows 10,1.87,45664.6896,0,0,0,256,157.3505121487356
716,Dell,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,1.9,62817.12,0,0,0,256,141.21199808219862
717,Lenovo,Notebook,15.6,AMD,4,AMD,Windows 10,2.19,15877.44,0,500,0,0,100.45466986113651
718,Mediacom,Notebook,14.0,Others,4,Intel,Windows 10,1.4,14119.2,0,32,0,0,161.72539083525606
719,HP,Notebook,17.3,Intel Core i7,8,Nvidia,Windows 10,2.63,63936.0,0,0,0,256,127.33567457123111
720,Lenovo,Ultrabook,14.0,Intel Core i7,8,Intel,Windows 10,1.17,89864.1792,0,0,0,512,209.8006828649808
721,HP,2 in 1 Convertible,13.3,Intel Core i5,8,Intel,Windows 10,1.58,44574.048,0,0,0,256,117.82653006268643
722,Lenovo,Ultrabook,14.0,Intel Core i5,8,Intel,Windows 10,1.32,79866.72,0,0,0,256,157.3505121487356
723,Dell,Gaming,17.3,Intel Core i7,32,Nvidia,Windows 10,4.36,194972.832,0,0,0,1,124.85570541621553
724,MSI,Gaming,17.3,Intel Core i7,8,Nvidia,Windows 10,2.7,71847.0144,0,0,0,128,127.33567457123111
725,Lenovo,Notebook,15.6,Intel Core i5,4,Intel,No OS,1.9,26101.872,0,1,0,0,100.45466986113651
726,Dell,Notebook,15.6,Intel Core i5,8,AMD,Windows 10,2.2,38308.32,0,0,0,128,141.21199808219862
727,Dell,2 in 1 Convertible,13.3,Intel Core i3,4,Intel,Windows 10,1.71,34578.72,0,1,0,0,165.6321180513006
728,Dell,Notebook,15.6,Intel Core i5,8,AMD,Linux,2.32,31409.6256,0,1,0,0,100.45466986113651
729,HP,Notebook,15.6,AMD,4,AMD,Windows 10,2.1,26053.92,0,1,0,0,141.21199808219862
730,Acer,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,4.2,103096.8,0,0,0,128,127.33567457123111
731,Dell,Notebook,15.6,Intel Core i5,12,Intel,Windows 10,2.25,34578.72,0,1,0,0,100.45466986113651
732,HP,Notebook,15.6,AMD,6,AMD,Windows 10,2.1,34632.0,0,0,0,128,141.21199808219862
733,Acer,Notebook,15.6,Intel Core i5,4,Intel,Windows 10,2.4,29783.52,0,500,0,0,100.45466986113651
734,Lenovo,Notebook,13.3,Intel Core i5,8,Intel,Windows 10,1.44,51148.8,0,0,0,256,165.6321180513006
735,Lenovo,Notebook,15.6,Intel Core i7,4,Intel,Windows 10,1.85,41505.12,0,1,0,0,141.21199808219862
736,HP,Workstation,15.6,Intel Core i7,16,Nvidia,Windows 10,2.6,128884.32,0,0,0,256,141.21199808219862
737,Dell,2 in 1 Convertible,13.3,Intel Core i5,8,Intel,Windows 10,1.55,35111.52,0,1,0,0,165.6321180513006
738,MSI,Gaming,15.6,Intel Core i7,16,Nvidia,Windows 10,1.8,111593.8944,0,0,0,256,141.21199808219862
739,Acer,Notebook,15.6,Intel Core i3,4,Intel,Windows 10,2.4,21887.424,0,500,0,0,100.45466986113651
740,Dell,Notebook,15.6,Intel Core i7,8,Nvidia,Windows 10,2.0,64308.96,0,0,0,128,141.21199808219862
741,Dell,Notebook,15.6,Intel Core i3,8,Intel,Windows 10,2.0,35431.2,0,0,0,256,100.45466986113651
742,Toshiba,Notebook,14.0,Intel Core i5,8,Intel,Windows 10,1.25,81784.8,0,0,0,256,157.3505121487356
743,Lenovo,2 in 1 Convertible,14.0,Intel Core i5,8,Intel,Windows 10,1.7,53226.72,0,0,0,256,157.3505121487356
744,Lenovo,Workstation,15.6,Intel Core i7,16,Nvidia,Windows 10,2.5,175770.72,0,0,0,1,138.46177587823902
745,Acer,Notebook,14.0,Others,2,Intel,Chrome OS,1.68,17582.399999999998,32,0,0,0,111.93520355955211
746,Samsung,Ultrabook,13.3,Intel Core i7,16,Intel,Windows 10,0.81,87858.72,0,0,0,256,165.6321180513006
747,HP,Notebook,15.6,Intel Core i3,8,Intel,Windows 10,1.86,28717.92,0,0,0,256,141.21199808219862
748,Dell,Notebook,14.0,Intel Core i5,8,Intel,Windows 10,1.6,60031.1088,0,0,0,256,111.93520355955211
749,HP,Workstation,17.3,Others,16,Nvidia,Windows 7,3.0,233845.92,0,0,0,256,127.33567457123111
750,Lenovo,Netbook,11.6,Others,4,Intel,Windows 10,1.4,25308.0,0,0,0,128,135.0942111925629
751,HP,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,1.84,101232.0,0,0,0,256,141.21199808219862
752,Asus,Notebook,15.6,Intel Core i5,4,Nvidia,No OS,2.45,30849.12,0,1,0,0,100.45466986113651
753,Lenovo,Ultrabook,14.0,Intel Core i5,4,Intel,Windows 10,1.7,58394.88,0,0,0,180,157.3505121487356
754,Asus,Notebook,15.6,Intel Core i7,4,Intel,Windows 10,2.37,45282.672,0,0,0,256,100.45466986113651
755,Lenovo,2 in 1 Convertible,13.3,Intel Core i5,8,Intel,Windows 10,1.3,63882.72,0,0,0,256,276.053530085501
756,HP,Notebook,15.6,Intel Core i5,8,Nvidia,Windows 10,2.2,58554.72,0,0,0,128,141.21199808219862
757,HP,Workstation,15.6,Intel Core i7,8,Nvidia,Windows 7,2.59,83170.08,0,0,0,256,141.21199808219862
758,Dell,Gaming,15.6,Intel Core i7,16,Nvidia,Windows 10,4.42,152859.7872,0,0,0,256,138.46177587823902
759,Acer,Notebook,15.6,Intel Core i5,4,Intel,Windows 10,2.1,31914.72,0,0,0,256,100.45466986113651
760,Lenovo,Gaming,15.6,Intel Core i7,8,Nvidia,Windows 10,2.5,55837.44,0,0,0,128,141.21199808219862
761,Dell,Ultrabook,12.5,Intel Core i7,16,Intel,Windows 10,1.18,99047.52,0,0,0,256,176.23257360658386
762,Google,Ultrabook,12.3,Intel Core i5,8,Intel,Chrome OS,1.1,83063.52,0,0,0,256,234.50740003017813
763,Asus,Ultrabook,13.3,Intel Core i5,8,Intel,Windows 10,1.2,60153.12,0,0,0,256,276.053530085501
764,Dell,Notebook,13.3,Intel Core i3,4,Intel,Windows 10,1.65,45234.72,0,500,0,0,117.82653006268643
765,Acer,Notebook,13.3,Intel Core i5,4,Intel,Windows 10,1.6,34898.4,0,0,0,128,117.82653006268643
766,Asus,Notebook,17.3,Others,4,Nvidia,Windows 10,2.8,25059.715199999995,0,1,0,0,90.58340172449303
767,Dell,Gaming,15.6,Intel Core i7,16,Nvidia,Windows 10,2.72,58554.72,0,0,0,128,138.46177587823902
768,Samsung,Ultrabook,13.3,Intel Core i7,8,Intel,Windows 10,1.31,85194.72,0,0,0,256,165.6321180513006
769,Acer,Notebook,15.6,Others,4,Intel,Linux,2.1,15877.44,0,1,0,0,100.45466986113651
770,Dell,Notebook,15.6,Intel Core i7,16,AMD,Windows 10,2.3,62938.0656,0,0,0,256,141.21199808219862
771,Samsung,2 in 1 Convertible,15.0,Intel Core i7,16,AMD,Windows 10,1.71,95850.72,0,0,0,256,146.86047800548656
772,Toshiba,Notebook,14.0,Intel Core i5,4,Intel,Windows 10,1.75,54345.6,0,0,0,128,111.93520355955211
773,Dell,Gaming,15.6,Intel Core i7,8,Nvidia,Windows 10,2.62,58554.72,0,1,0,0,141.21199808219862
774,HP,Ultrabook,12.5,Intel Core i5,4,Intel,Windows 10,1.26,66280.31999999999,0,0,0,256,125.36742798669837
775,Asus,2 in 1 Convertible,15.6,Intel Core i7,12,Nvidia,Windows 10,2.3,44701.92,0,1,0,0,141.21199808219862
776,Lenovo,Notebook,15.6,Intel Core i7,16,Nvidia,Windows 7,2.5,126273.6,0,0,0,512,138.46177587823902
777,Acer,Notebook,14.0,Intel Core i3,4,Intel,Windows 10,1.8,33886.08,0,0,0,128,157.3505121487356
778,Razer,Gaming,14.0,Intel Core i7,16,Nvidia,Windows 10,1.95,154458.72,0,0,0,512,157.3505121487356
779,Asus,Notebook,15.6,Others,8,Intel,Windows 10,2.0,31003.632,0,0,0,128,141.21199808219862
780,Dell,Gaming,17.3,Intel Core i7,32,Nvidia,Windows 10,4.42,191211.264,0,0,0,1,127.33567457123111
781,Asus,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,4.3,125208.0,0,0,0,256,127.33567457123111
782,Toshiba,Ultrabook,14.0,Intel Core i7,16,Nvidia,Windows 10,1.47,93985.92,0,0,0,512,157.3505121487356
783,Lenovo,Notebook,15.6,Others,8,Intel,No OS,2.2,17529.12,0,1,0,0,100.45466986113651
784,Lenovo,Ultrabook,14.0,Intel Core i7,16,Intel,Windows 10,1.7,122490.72,0,0,0,512,157.3505121487356
785,MSI,Gaming,14.0,Intel Core i7,16,Nvidia,Windows 10,1.6,100752.48,0,0,0,256,157.3505121487356
786,MSI,Gaming,15.6,Intel Core i5,8,Nvidia,Windows 10,2.2,58021.92,0,0,0,128,141.21199808219862
787,Lenovo,Gaming,15.6,Intel Core i7,4,Nvidia,Windows 10,2.4,53226.72,0,1,0,0,141.21199808219862
788,Acer,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,4.2,122490.72,0,0,0,256,127.33567457123111
789,Dell,Gaming,15.6,Intel Core i5,8,Nvidia,Windows 10,2.62,52480.8,0,0,0,256,141.21199808219862
790,Asus,Gaming,15.6,Intel Core i7,8,Nvidia,Windows 10,2.24,71341.92,0,0,0,128,141.21199808219862
791,Vero,Notebook,14.0,Others,4,Intel,Windows 10,1.22,10810.512,32,0,0,0,157.3505121487356
792,Lenovo,2 in 1 Convertible,13.3,Intel Core i7,8,Intel,Windows 10,1.37,104961.6,0,0,0,512,165.6321180513006
793,Lenovo,2 in 1 Convertible,15.6,Intel Core i5,8,AMD,Windows 10,2.08,51095.52,0,0,0,256,141.21199808219862
794,Apple,Ultrabook,12.0,Others,8,Intel,Mac OS X,0.92,62071.2,512,0,0,0,226.41554716935852
795,Lenovo,2 in 1 Convertible,14.0,Intel Core i5,8,Intel,Windows 10,1.42,124142.4,0,0,0,256,209.8006828649808
796,Asus,Notebook,14.0,Others,4,Intel,Windows 10,1.63,15930.72,32,0,0,0,111.93520355955211
797,Dell,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,1.95,43156.8,0,0,0,128,100.45466986113651
798,Lenovo,2 in 1 Convertible,13.9,Intel Core i7,8,Intel,Windows 10,1.38,71874.72,0,0,0,256,158.48253022174808
799,Dell,Notebook,15.6,Intel Core i3,8,AMD,Windows 10,2.0,39373.92,0,0,0,256,141.21199808219862
800,HP,Workstation,15.6,Intel Core i7,8,Nvidia,Windows 10,3.14,110017.872,0,0,0,256,141.21199808219862
801,Asus,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,2.37,58554.72,0,0,0,256,141.21199808219862
802,Dell,Ultrabook,13.3,Intel Core i5,8,Intel,Windows 10,1.29,79866.72,0,0,0,256,165.6321180513006
803,Dell,Notebook,15.6,Intel Core i5,8,Nvidia,Windows 10,2.06,93186.72,0,0,0,256,138.46177587823902
804,Dell,Netbook,11.6,Others,4,Intel,Windows 10,1.63,39640.32,0,0,0,128,135.0942111925629
805,HP,Netbook,12.5,Intel Core i5,8,Intel,Windows 10,1.26,74005.92,0,0,0,256,125.36742798669837
806,Toshiba,Notebook,15.6,Intel Core i5,4,Intel,Windows 10,2.1,41558.4,0,500,0,0,100.45466986113651
807,HP,Notebook,15.6,AMD,8,AMD,Windows 10,2.04,33513.119999999995,0,1,0,0,100.45466986113651
808,Dell,Gaming,15.6,Intel Core i7,16,Nvidia,Windows 10,2.62,89457.12,0,0,0,512,138.46177587823902
809,Lenovo,Notebook,15.6,Intel Core i5,4,Nvidia,Windows 10,2.4,32447.52,0,1,0,0,141.21199808219862
810,HP,Gaming,17.3,Intel Core i7,12,AMD,Windows 10,3.74,93186.72,0,1,0,0,127.33567457123111
811,MSI,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,2.9,128671.2,0,0,0,512,127.33567457123111
812,Samsung,Ultrabook,13.3,Intel Core i5,8,Intel,Windows 10,0.81,79866.72,0,0,0,256,165.6321180513006
813,Dell,Notebook,15.6,Intel Core i7,8,Nvidia,Windows 10,1.98,51202.08,0,1,0,0,141.21199808219862
814,Dell,Notebook,15.6,Intel Core i5,8,AMD,Windows 10,2.18,42081.0768,0,0,0,256,141.21199808219862
815,Lenovo,Ultrabook,14.0,Intel Core i7,8,Intel,Windows 10,1.32,99047.52,0,0,0,256,157.3505121487356
816,Razer,Ultrabook,12.5,Intel Core i7,16,Intel,Windows 10,1.29,95850.72,0,0,0,512,172.8002962960423
817,HP,Netbook,11.6,Others,4,Intel,Chrome OS,1.23,20512.8,16,0,0,0,135.0942111925629
818,Dell,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,4.36,133467.4656,0,0,0,128,127.33567457123111
819,Dell,Notebook,14.0,Intel Core i5,4,Intel,Windows 10,1.76,40226.4,0,500,0,0,111.93520355955211
820,Lenovo,Notebook,15.6,Intel Core i3,4,Intel,Windows 10,2.1,26101.872,0,500,0,0,100.45466986113651
821,Toshiba,Ultrabook,14.0,Intel Core i5,4,Intel,Windows 10,1.25,58075.2,0,0,0,128,111.93520355955211
822,Lenovo,Ultrabook,14.0,Intel Core i7,8,Intel,Windows 10,1.13,133146.72,0,0,0,512,157.3505121487356
823,MSI,Gaming,15.6,Intel Core i5,8,Nvidia,Windows 10,2.4,63882.72,0,0,0,256,141.21199808219862
824,Lenovo,Ultrabook,14.0,Intel Core i5,8,Intel,Windows 10,1.13,99900.0,256,0,0,0,157.3505121487356
825,Toshiba,Notebook,14.0,Others,4,Intel,Windows 10,1.75,26586.72,0,0,0,128,111.93520355955211
826,Asus,2 in 1 Convertible,13.3,Intel Core i5,8,Intel,Windows 10,1.1,72354.23999999999,0,0,0,256,165.6321180513006
827,Dell,Notebook,14.0,Intel Core i3,4,Intel,Windows 10,1.76,31168.8,0,500,0,0,111.93520355955211
828,Acer,Netbook,11.6,Others,4,Intel,Chrome OS,1.35,18914.4,32,0,0,0,135.0942111925629
829,Acer,Notebook,14.0,Intel Core i3,8,Intel,Windows 10,1.5,32980.32,0,0,0,128,157.3505121487356
830,Razer,Gaming,17.3,Intel Core i7,32,Nvidia,Windows 10,3.49,292986.72,0,0,0,512,124.85570541621553
831,Lenovo,Ultrabook,14.0,Intel Core i7,16,Intel,Windows 10,1.1,111834.72,0,0,0,512,209.8006828649808
832,Asus,Notebook,15.6,Intel Core i5,4,Nvidia,Linux,2.1,27652.32,0,1,0,0,141.21199808219862
833,Lenovo,Notebook,14.0,Intel Core i5,8,Intel,Windows 10,1.7,63190.08,0,0,0,256,157.3505121487356
834,Lenovo,Notebook,14.0,Intel Core i5,8,Intel,Windows 10,1.32,87912.0,0,0,0,256,157.3505121487356
835,Dell,Gaming,15.6,Intel Core i7,16,Nvidia,Windows 10,3.21,147832.28639999998,0,0,0,256,141.21199808219862
836,Asus,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,2.9,128884.32,0,0,0,256,127.33567457123111
837,Toshiba,Notebook,15.6,Intel Core i3,4,Intel,Windows 10,2.0,35644.32,0,500,0,0,100.45466986113651
838,Lenovo,Notebook,14.0,Others,4,Intel,Chrome OS,1.5,17316.0,16,0,0,0,111.93520355955211
839,Asus,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,2.3,31435.2,0,128,0,0,141.21199808219862
840,Asus,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,2.73,95850.72,0,0,0,512,127.33567457123111
841,Dell,Gaming,17.3,Intel Core i7,32,Nvidia,Windows 10,4.42,163723.57919999998,0,0,0,512,127.33567457123111
842,HP,Notebook,17.3,Intel Core i5,8,Nvidia,Windows 10,2.63,48484.8,0,1,0,0,106.11306214269258
843,Dell,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,2.18,38041.3872,0,0,0,128,100.45466986113651
844,HP,Ultrabook,14.0,Intel Core i7,8,Intel,Windows 7,1.54,99633.6,0,0,0,512,157.3505121487356
845,Dell,Notebook,15.6,Intel Core i7,4,AMD,Windows 10,2.18,39373.92,0,0,0,256,141.21199808219862
846,HP,2 in 1 Convertible,11.6,Others,4,Intel,Chrome OS,1.4,32767.2,32,0,0,0,135.0942111925629
847,Asus,Ultrabook,13.3,Intel Core i5,8,Nvidia,Windows 10,1.45,54665.28,0,0,0,512,165.6321180513006
848,HP,2 in 1 Convertible,13.3,Intel Core i5,8,Intel,Windows 10,1.28,121318.56,0,0,0,256,165.6321180513006
849,HP,Ultrabook,14.0,Intel Core i7,8,Intel,Windows 10,1.54,78215.04,0,0,0,512,157.3505121487356
850,HP,Notebook,15.6,Others,4,Intel,No OS,1.86,15930.72,0,0,0,128,100.45466986113651
851,Asus,Gaming,15.6,Intel Core i7,16,Nvidia,Windows 10,2.1,101178.72,0,0,0,128,141.21199808219862
852,Dell,Notebook,17.3,Intel Core i7,8,AMD,Linux,2.83,46087.2,0,1,0,0,127.33567457123111
853,Lenovo,Ultrabook,14.0,Intel Core i7,8,Nvidia,Windows 10,1.96,101391.84,0,0,0,256,157.3505121487356
854,Asus,Notebook,15.6,Intel Core i7,8,Nvidia,Windows 10,2.3,41931.36,0,0,0,256,141.21199808219862
855,Dell,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,1.9,50349.6,0,0,0,128,141.21199808219862
856,Asus,Notebook,15.6,Others,4,Intel,Windows 10,2.0,23922.72,0,1,0,0,100.45466986113651
857,HP,2 in 1 Convertible,13.3,Intel Core i7,8,Intel,Windows 10,1.28,136343.52,0,0,0,256,165.6321180513006
858,Dell,Notebook,13.3,Intel Core i5,8,Intel,Windows 10,1.62,34578.72,0,1,0,0,165.6321180513006
859,Lenovo,Notebook,15.6,Intel Core i3,4,Intel,No OS,2.2,24988.32,0,1,0,0,141.21199808219862
860,Lenovo,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,2.3,45323.1648,0,1,0,0,141.21199808219862
861,HP,Notebook,15.6,Intel Core i5,8,AMD,Windows 10,1.84,71874.72,0,0,0,256,141.21199808219862
862,Toshiba,Notebook,13.3,Intel Core i5,4,Intel,Windows 10,1.05,68464.8,0,0,0,128,165.6321180513006
863,Lenovo,Gaming,15.6,Intel Core i5,8,Nvidia,No OS,2.5,54185.76,0,1,0,0,141.21199808219862
864,Dell,Ultrabook,13.3,Intel Core i7,16,Intel,Windows 10,1.29,119347.2,0,0,0,512,276.053530085501
865,HP,Notebook,15.6,Intel Core i5,4,Intel,Windows 10,2.07,48484.8,0,500,0,0,141.21199808219862
866,Toshiba,Ultrabook,13.3,Intel Core i5,8,Intel,Windows 10,1.2,58341.6,0,0,0,256,117.82653006268643
867,Lenovo,2 in 1 Convertible,13.3,Intel Core i7,8,Intel,Windows 10,1.37,103896.0,0,0,0,256,165.6321180513006
868,Acer,Notebook,14.0,Intel Core i5,8,Intel,Windows 10,1.56,48058.56,0,0,0,256,157.3505121487356
869,Dell,Workstation,15.6,Intel Core i7,8,Nvidia,Windows 10,2.23,94731.84,0,1,0,0,141.21199808219862
870,Lenovo,Notebook,15.6,Intel Core i5,4,Intel,Windows 10,2.38,56210.4,0,500,0,0,100.45466986113651
871,Lenovo,Notebook,15.6,Intel Core i3,4,AMD,No OS,2.2,25521.12,0,1,0,0,141.21199808219862
872,Toshiba,Notebook,15.6,Intel Core i7,8,Intel,Windows 10,2.0,73952.64,0,0,0,256,141.21199808219862
873,Lenovo,Notebook,13.3,Intel Core i3,4,Intel,Windows 10,1.44,39160.8,0,0,0,180,165.6321180513006
874,Samsung,Ultrabook,15.0,Intel Core i7,16,Nvidia,Windows 10,1.23,98514.72,0,0,0,256,146.86047800548656
875,Dell,Ultrabook,12.5,Intel Core i7,8,Intel,Windows 10,1.6,90043.2,0,0,0,256,176.23257360658386
876,Asus,Notebook,15.6,Others,4,Intel,Linux,2.0,21258.1872,0,1,0,0,100.45466986113651
877,Xiaomi,Ultrabook,13.3,Intel Core i5,8,Nvidia,Windows 10,1.28,49816.8,0,0,0,256,165.6321180513006
878,Dell,Notebook,15.6,Intel Core i5,4,Nvidia,Windows 10,2.18,48618.0,0,0,0,128,141.21199808219862
879,HP,Notebook,15.6,Intel Core i5,4,Intel,Windows 10,2.04,44701.92,0,0,0,256,141.21199808219862
880,HP,2 in 1 Convertible,13.3,Intel Core i5,4,Intel,Windows 10,1.28,90576.0,0,0,0,256,165.6321180513006
881,HP,2 in 1 Convertible,15.6,Intel Core i5,4,Intel,Windows 10,2.3,36486.14399999999,0,500,0,0,100.45466986113651
882,Asus,Notebook,14.1,Others,4,Intel,Windows 10,1.65,18541.44,32,0,0,0,111.1413368676404
883,Lenovo,Notebook,15.6,Intel Core i7,8,Nvidia,Windows 10,2.2,35644.32,0,1,0,0,141.21199808219862
884,Dell,Notebook,15.6,Others,4,Intel,Windows 10,2.2,19660.32,0,500,0,0,100.45466986113651
885,HP,2 in 1 Convertible,13.3,Intel Core i5,4,Intel,Windows 10,1.28,95850.72,0,0,0,256,165.6321180513006
886,Dell,Notebook,15.6,Intel Core i3,4,AMD,Linux,2.18,24279.696,0,1,0,0,100.45466986113651
887,Asus,Gaming,17.3,Intel Core i5,12,Nvidia,Windows 10,2.2,72988.272,0,0,0,128,127.33567457123111
888,Acer,Netbook,11.6,Others,4,Intel,Chrome OS,1.25,15824.16,32,0,0,0,135.0942111925629
889,Lenovo,Notebook,17.3,AMD,4,AMD,Windows 10,2.8,20193.12,0,500,0,0,106.11306214269258
890,HP,Notebook,14.0,Intel Core i5,4,Intel,Windows 10,1.95,67399.2,0,0,0,128,157.3505121487356
891,HP,2 in 1 Convertible,13.3,Intel Core i7,16,Intel,Windows 10,1.42,74538.72,0,0,0,256,276.053530085501
892,Samsung,Ultrabook,15.0,Intel Core i7,8,Intel,Windows 10,1.17,90522.72,0,0,0,256,146.86047800548656
893,Lenovo,Ultrabook,14.0,Intel Core i5,8,Intel,Windows 10,1.32,95850.72,0,0,0,256,157.3505121487356
894,MSI,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,2.43,141138.72,0,0,0,512,124.85570541621553
895,Toshiba,Notebook,13.3,Intel Core i5,8,Intel,Windows 10,1.05,78588.0,0,0,0,256,165.6321180513006
896,Dell,Gaming,15.6,Intel Core i7,8,Nvidia,Linux,2.62,49497.12,0,1,0,0,141.21199808219862
897,HP,Notebook,15.6,Intel Core i7,8,Nvidia,Windows 10,2.04,47952.0,0,1,0,0,141.21199808219862
898,Dell,Notebook,15.6,Intel Core i3,4,AMD,Windows 10,2.18,32713.92,0,1,0,0,100.45466986113651
899,Dell,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,1.9,49816.8,0,500,0,0,141.21199808219862
900,Dell,2 in 1 Convertible,13.3,Intel Core i7,8,Intel,Windows 10,1.24,107257.968,0,0,0,512,276.053530085501
901,Asus,Gaming,17.3,Intel Core i7,32,Nvidia,Windows 10,3.58,68145.12,0,0,0,256,127.33567457123111
902,Dell,2 in 1 Convertible,13.3,Intel Core i7,16,Intel,Windows 10,1.22,87858.72,0,0,0,256,165.6321180513006
903,Lenovo,Ultrabook,14.0,Intel Core i7,8,Intel,Windows 10,1.13,109170.72,256,0,0,0,157.3505121487356
904,Lenovo,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,1.95,104588.1072,0,0,0,512,141.21199808219862
905,LG,Ultrabook,15.6,Intel Core i7,16,Intel,Windows 10,1.08,111834.72,0,0,0,512,141.21199808219862
906,HP,Netbook,12.5,Intel Core i7,8,Intel,Windows 10,1.26,79014.23999999999,0,0,0,512,176.23257360658386
